UniqueCount	AmbigCount
1014	9
170	0
0	236
0	224
0	95
0	0
0	242
3	242
201	0
0	4455
988	4458
364	583
1	577
0	463
2	327
0	327
7	327
8	1
0	2451
0	2413
0	2435
0	2355
0	2393
131	2
172	0
1980	26
1	0
0	2
0	2
1	0
0	474
0	591
21	537
246	6
8	0
0	153
6	153
0	11
0	0
0	0
1	0
2	199
0	199
0	0
0	0
0	144
0	0
0	0
0	0
0	0
0	0
0	0
0	0
8	0
1	0
0	1291
2	1670
0	1430
76	1353
302	1834
0	1533
45	1673
11	102
39	102
0	247
28	247
0	78
9	78
250	1
0	0
94	5
0	0
1	1064
0	1061
0	916
4	976
1	948
2	930
0	2
0	2
0	2
0	2
0	2
0	2
0	2
0	2
0	2
114	2
1	0
0	181
0	179
0	181
0	0
0	0
0	1
0	1
0	0
0	20
33	21
0	0
0	0
0	0
0	729
0	710
2	0
9	0
2	0
0	1
0	1
7	22
2	22
3	0
0	0
0	0
0	0
3	1291
13	1291
0	56
0	56
6	810
1	810
0	0
2	0
0	0
0	0
1089	8
0	0
0	146
0	159
0	140
0	71
0	105
0	127
0	85
0	140
0	114
0	140
0	120
14	134
0	140
0	0
66	0
1	1396
22	1092
0	1396
0	0
11	1
0	7
0	7
0	7
0	7
0	7
37	0
1	1
0	0
0	73
24	73
2952	27
5	0
1	111
0	111
0	85
0	19909
0	22199
0	0
0	0
309	4
1	0
0	0
2	156
0	156
2	156
22	0
2	0
0	0
212	0
4	3045
68	3047
28	0
175	6
2	154
0	0
249	0
150	6655
0	6655
12	358
0	356
1	357
0	357
4	0
0	115
0	115
2	115
0	115
2	115
0	987
30	987
291	15760
836	15766
0	0
0	2
0	2
104	1106
0	167
3	167
0	29
5	29
0	1132
1	1051
1	1114
0	1131
0	1150
640	7
158	2
0	0
0	82
0	82
1	0
0	0
0	0
13	0
137	0
10	2528
0	2552
34	2552
58	506
0	505
0	0
0	140
1	140
0	218
0	326
756	355
0	196
2	336
3	333
0	83
2	88
0	80
0	88
0	89
784	14
448	6
134	2
0	0
1	0
0	0
0	0
292	1
183	1
8	797
14	797
0	0
0	613
0	605
13	601
0	510
26	0
68	0
0	262
0	272
0	243
0	291
1	0
0	0
0	0
3	130
0	130
0	87
92	0
0	0
172	1
0	0
0	270
0	270
6	194
1	194
209	2
0	0
0	0
0	0
24	0
165	0
0	527
8	446
0	343
198	3
25	2559
717	3861
27	3285
0	3878
35	0
0	735
27	758
11	735
5	757
1470	651
15	646
0	646
391	4
0	1
1	1
56	0
130	387
2	365
11	351
1	0
0	73
3	73
3587	752
0	678
0	695
0	729
75	1
39	1
0	0
0	0
0	0
0	1
0	0
843	9
0	0
16	241
0	241
0	0
34	1
280	1144
20	1141
0	4
0	4
3130	17
55	0
1028	13
1	7
0	7
0	5
0	5
1	18
0	18
196	4
184	2
0	2686
33	4300
0	2693
0	2723
0	1093
4	2622
0	4515
2	2638
6	1105
924	15
0	0
0	333
970	452
17	462
9	0
381	3
149	140
38	0
1	275
3	275
3	258
30	258
0	258
435	259
0	50
11	50
0	2616
0	846
0	736
0	910
4	824
0	2790
0	2724
0	2797
0	2787
0	2742
0	2732
657	2
0	0
0	323
1	323
2	703
59	785
0	788
0	2674
118	2634
443	2
3	0
1	2936
0	857
2	2936
0	2937
0	855
0	2943
0	2368
6	2941
0	2
0	6
0	6
0	6
0	0
0	56
0	56
0	0
0	0
0	199
4	216
6	209
2	199
0	215
512	6
14	2
0	75
0	76
0	79
0	76
0	79
0	3
0	163
0	3
1046	9
17	146
0	146
1027	434
0	421
179	2
465	7
0	0
6	0
0	1
0	1
0	1
4	0
0	0
0	1
0	1
0	0
12	334
0	334
2	789
4	488
0	789
0	488
48	72
0	72
0	1
0	1
0	159
1	159
0	159
5	0
2	0
6	140
1	140
5	0
119	1
14	72
0	72
1	72
0	1519
4	1249
0	1519
27	195
2	195
37	195
65	0
0	15
1	15
0	0
35	3
69	208
6	208
0	0
0	0
0	1
0	1
1	1
0	0
1	387
0	172
0	381
0	385
0	170
1	173
3	0
8	151
8	151
4	129
354	4
0	8
1	6
0	7
0	0
0	0
5	0
2	0
0	0
0	0
1	41
3	41
0	40
0	40
1	1
210	0
12	48
0	48
0	0
170	7
0	3
178	1
24	309
0	309
290	0
1718	14
0	3
0	67
0	67
2	66
2	0
0	0
143	3
38	42
0	42
6	0
0	0
1	1896
0	1973
0	2232
0	2115
72	2006
0	2000
0	5
0	5
8	1
3	0
157	2
0	0
0	0
0	0
0	14
1	14
0	17
0	17
126	0
0	0
0	0
0	0
1	0
0	761
71	769
294	781
7	438
1	437
4	2234
0	2686
0	5195
0	2162
567	5185
0	2262
0	226
0	957
0	359
0	359
0	360
0	491
519	963
74	0
557	9
0	509
7	509
763	2785
0	2779
9	0
159	2
121	1168
0	1167
0	139
2	139
323	7
112	2
7	0
51	1327
0	1603
46	1606
0	19
0	19
61	208
0	208
303	2
273	4
7	297
10	297
0	297
0	1409
0	1426
0	1417
36	1394
0	1434
3	1340
3	493
9	514
121	492
10	515
0	0
115	0
0	0
0	0
0	0
5	20
3	20
0	0
0	0
27	814
35	812
4	0
16	0
0	0
0	0
0	0
3	0
0	77
0	77
26	2038
3	1857
31	1945
0	2038
75	1
9	216
0	216
0	1
56	2
245	2
86	787
2043	799
0	102
0	102
2	0
0	302
61	304
1	0
227	4
3	0
348	3
0	618
0	1004
2	970
1	1062
28	155
74	155
0	758
4	751
0	729
0	757
59	965
12	964
13	57
